cik,nom,metrique,annee_recente,valeur_recente,debut_recent,fin_recent,depot_recent,source_recente,etiquette_recente,perimetre_id,base_annees,base_n,base_moyenne,base_periodes,base_repli,base_observations,multiple,statut_comparaison,motif
0001053507,American Tower,capex,2025,1680400000.0,2025-01-01,2025-12-31,0001053507-26-000035,https://www.sec.gov/Archives/edgar/data/1053507/000105350726000035/0001053507-26-000035-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001053507:capex:PaymentsToAcquirePropertyPlantAndEquipment,2014;2015,2,851578500.0,2014-01-01/2014-12-31;2015-01-01/2015-12-31,True,"[{""annee"": 2014, ""valeur"": 974404000.0, ""debut"": ""2014-01-01"", ""fin"": ""2014-12-31"", ""depot"": ""0001053507-17-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1053507/000105350717000009/0001053507-17-000009-index.htm"", ""perimetre_id"": ""0001053507:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2015, ""valeur"": 728753000.0, ""debut"": ""2015-01-01"", ""fin"": ""2015-12-31"", ""depot"": ""0001053507-17-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1053507/000105350717000009/0001053507-17-000009-index.htm"", ""perimetre_id"": ""0001053507:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.9732766855903479,comparable_sur_repli,
0001053507,American Tower,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001067983,Berkshire Hathaway,chiffre_affaires,2025,371444000000.0,2025-01-01,2025-12-31,0001193125-26-083899,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/0001193125-26-083899-index.htm,Revenues,0001067983:chiffre_affaires:Revenues,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat
0001067983,Berkshire Hathaway,capex,2025,20927000000.0,2025-01-01,2025-12-31,0001193125-26-083899,https://www.sec.gov/Archives/edgar/data/1067983/000119312526083899/0001193125-26-083899-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001067983:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,14074666666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 11708000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001564590-20-005874"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1067983/000156459020005874/0001564590-20-005874-index.htm"", ""perimetre_id"": ""0001067983:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 14537000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001564590-21-009611"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1067983/000156459021009611/0001564590-21-009611-index.htm"", ""perimetre_id"": ""0001067983:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 15979000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001564590-22-007322"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1067983/000156459022007322/0001564590-22-007322-index.htm"", ""perimetre_id"": ""0001067983:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.486855816597196,comparable_sur_reference,
0001067983,Berkshire Hathaway,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001069202,Lennox International,chiffre_affaires,2025,5195300000.0,2025-01-01,2025-12-31,0001069202-26-000028,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,Revenues,0001069202:chiffre_affaires:Revenues,2017;2018;2019,3,3843566666.6666665,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 3839600000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001069202-20-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000106920220000004/0001069202-20-000004-index.htm"", ""perimetre_id"": ""0001069202:chiffre_affaires:Revenues""}, {""annee"": 2018, ""valeur"": 3883900000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001069202-21-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000106920221000007/0001069202-21-000007-index.htm"", ""perimetre_id"": ""0001069202:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 3807200000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001628280-22-002664"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000162828022002664/0001628280-22-002664-index.htm"", ""perimetre_id"": ""0001069202:chiffre_affaires:Revenues""}]",1.3516872349467075,comparable_sur_reference,
0001069202,Lennox International,capex,2025,118800000.0,2025-01-01,2025-12-31,0001069202-26-000028,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001069202:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,99700000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 98300000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001069202-20-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000106920220000004/0001069202-20-000004-index.htm"", ""perimetre_id"": ""0001069202:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 95200000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001069202-21-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000106920221000007/0001069202-21-000007-index.htm"", ""perimetre_id"": ""0001069202:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 105600000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001628280-22-002664"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000162828022002664/0001628280-22-002664-index.htm"", ""perimetre_id"": ""0001069202:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.1915747241725176,comparable_sur_reference,
0001069202,Lennox International,rd,2025,103400000.0,2025-01-01,2025-12-31,0001069202-26-000028,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,ResearchAndDevelopmentExpense,0001069202:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,71900000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 73600000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001069202-20-000004"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000106920220000004/0001069202-20-000004-index.htm"", ""perimetre_id"": ""0001069202:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 72200000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001069202-21-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000106920221000007/0001069202-21-000007-index.htm"", ""perimetre_id"": ""0001069202:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 69900000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001628280-22-002664"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1069202/000162828022002664/0001628280-22-002664-index.htm"", ""perimetre_id"": ""0001069202:rd:ResearchAndDevelopmentExpense""}]",1.4381084840055633,comparable_sur_reference,
0001086222,Akamai Technologies,chiffre_affaires,2025,4208175000.0,2025-01-01,2025-12-31,0001086222-26-000022,https://www.sec.gov/Archives/edgar/data/1086222/000108622226000022/0001086222-26-000022-index.htm,RevenueFromContractWithCustomerIncludingAssessedTax,0001086222:chiffre_affaires:RevenueFromContractWithCustomerIncludingAssessedTax,,0,,,False,[],,recent_non_reconcilie,Revenu incluant taxes : total net non réconcilié
0001086222,Akamai Technologies,capex,2025,507786000.0,2025-01-01,2025-12-31,0001086222-26-000022,https://www.sec.gov/Archives/edgar/data/1086222/000108622226000022/0001086222-26-000022-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001086222:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,277140666.6666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 254146000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001086222-20-000045"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1086222/000108622220000045/0001086222-20-000045-index.htm"", ""perimetre_id"": ""0001086222:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 217609000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001086222-21-000075"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1086222/000108622221000075/0001086222-21-000075-index.htm"", ""perimetre_id"": ""0001086222:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 359667000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001086222-22-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1086222/000108622222000058/0001086222-22-000058-index.htm"", ""perimetre_id"": ""0001086222:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.8322320073320166,comparable_sur_reference,
0001086222,Akamai Technologies,rd,2025,513560000.0,2025-01-01,2025-12-31,0001086222-26-000022,https://www.sec.gov/Archives/edgar/data/1086222/000108622226000022/0001086222-26-000022-index.htm,ResearchAndDevelopmentExpense,0001086222:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,243321333.33333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 222434000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001086222-20-000045"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1086222/000108622220000045/0001086222-20-000045-index.htm"", ""perimetre_id"": ""0001086222:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 246165000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001086222-21-000075"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1086222/000108622221000075/0001086222-21-000075-index.htm"", ""perimetre_id"": ""0001086222:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 261365000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001086222-22-000058"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1086222/000108622222000058/0001086222-22-000058-index.htm"", ""perimetre_id"": ""0001086222:rd:ResearchAndDevelopmentExpense""}]",2.110624633543572,comparable_sur_reference,
0001094285,Teledyne Technologies,chiffre_affaires,2025,6115400000.0,2024-12-30,2025-12-28,0001094285-26-000017,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001094285:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,2889733333.3333335,2017-01-02/2017-12-31;2018-01-01/2018-12-30;2018-12-31/2019-12-29,False,"[{""annee"": 2017, ""valeur"": 2603800000.0, ""debut"": ""2017-01-02"", ""fin"": ""2017-12-31"", ""depot"": ""0001094285-20-000045"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/0001094285-20-000045-index.htm"", ""perimetre_id"": ""0001094285:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 2901800000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-30"", ""depot"": ""0001094285-21-000066"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428521000066/0001094285-21-000066-index.htm"", ""perimetre_id"": ""0001094285:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 3163600000.0, ""debut"": ""2018-12-31"", ""fin"": ""2019-12-29"", ""depot"": ""0001094285-22-000049"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428522000049/0001094285-22-000049-index.htm"", ""perimetre_id"": ""0001094285:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",2.1162506344299357,comparable_sur_reference,
0001094285,Teledyne Technologies,capex,2025,117300000.0,2024-12-30,2025-12-28,0001094285-26-000017,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001094285:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,77900000.0,2017-01-02/2017-12-31;2018-01-01/2018-12-30;2018-12-31/2019-12-29,False,"[{""annee"": 2017, ""valeur"": 58500000.0, ""debut"": ""2017-01-02"", ""fin"": ""2017-12-31"", ""depot"": ""0001094285-20-000045"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/0001094285-20-000045-index.htm"", ""perimetre_id"": ""0001094285:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 86800000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-30"", ""depot"": ""0001094285-21-000066"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428521000066/0001094285-21-000066-index.htm"", ""perimetre_id"": ""0001094285:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 88400000.0, ""debut"": ""2018-12-31"", ""fin"": ""2019-12-29"", ""depot"": ""0001094285-22-000049"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428522000049/0001094285-22-000049-index.htm"", ""perimetre_id"": ""0001094285:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.5057766367137355,comparable_sur_reference,
0001094285,Teledyne Technologies,rd,2025,317300000.0,2024-12-30,2025-12-28,0001094285-26-000017,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm,ResearchAndDevelopmentExpense,0001094285:rd:ResearchAndDevelopmentExpense,2022;2023,2,354250000.0,2022-01-03/2023-01-01;2023-01-02/2023-12-31,True,"[{""annee"": 2022, ""valeur"": 352200000.0, ""debut"": ""2022-01-03"", ""fin"": ""2023-01-01"", ""depot"": ""0001094285-25-000053"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428525000053/0001094285-25-000053-index.htm"", ""perimetre_id"": ""0001094285:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2023, ""valeur"": 356300000.0, ""debut"": ""2023-01-02"", ""fin"": ""2023-12-31"", ""depot"": ""0001094285-26-000017"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1094285/000109428526000017/0001094285-26-000017-index.htm"", ""perimetre_id"": ""0001094285:rd:ResearchAndDevelopmentExpense""}]",0.8956951305575159,comparable_sur_repli,
0001097864,ON Semiconductor,chiffre_affaires,2025,5995400000.0,2025-01-01,2025-12-31,0001097864-26-000006,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/0001097864-26-000006-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001097864:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,5646433333.333333,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 5543100000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-041751"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000119312520041751/0001193125-20-041751-index.htm"", ""perimetre_id"": ""0001097864:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 5878300000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001628280-21-002219"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000162828021002219/0001628280-21-002219-index.htm"", ""perimetre_id"": ""0001097864:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 5517900000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001628280-22-002416"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000162828022002416/0001628280-22-002416-index.htm"", ""perimetre_id"": ""0001097864:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.0618030260990714,comparable_sur_reference,
0001097864,ON Semiconductor,capex,2025,341200000.0,2025-01-01,2025-12-31,0001097864-26-000006,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/0001097864-26-000006-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001097864:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,478966666.6666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 387500000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-041751"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000119312520041751/0001193125-20-041751-index.htm"", ""perimetre_id"": ""0001097864:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 514800000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001628280-21-002219"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000162828021002219/0001628280-21-002219-index.htm"", ""perimetre_id"": ""0001097864:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 534600000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001628280-22-002416"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000162828022002416/0001628280-22-002416-index.htm"", ""perimetre_id"": ""0001097864:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",0.7123669009673602,comparable_sur_reference,
0001097864,ON Semiconductor,rd,2025,583600000.0,2025-01-01,2025-12-31,0001097864-26-000006,https://www.sec.gov/Archives/edgar/data/1097864/000109786426000006/0001097864-26-000006-index.htm,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,0001097864:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,2017;2018;2019,3,628766666.6666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 594700000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-041751"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000119312520041751/0001193125-20-041751-index.htm"", ""perimetre_id"": ""0001097864:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost""}, {""annee"": 2018, ""valeur"": 650700000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001628280-21-002219"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000162828021002219/0001628280-21-002219-index.htm"", ""perimetre_id"": ""0001097864:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost""}, {""annee"": 2019, ""valeur"": 640900000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001628280-22-002416"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1097864/000162828022002416/0001628280-22-002416-index.htm"", ""perimetre_id"": ""0001097864:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost""}]",0.9281662513916132,comparable_sur_reference,
